"ID","Title","Year","Genres","Runtime"
"4892","We Are Still Here","2015","Horror,Mystery","84"
"4893","Miss Granny","2014","Comedy,Fantasy,Music","120"
"4894","Eye of the Needle","1981","Romance,Thriller,War","112"
"4895","Avanti!","1972","Comedy,Romance","144"
"4896","A Girl Like Her","2015","Drama","91"
"4897","Cries from Syria","2017","Documentary,Drama","111"
"4898","Trouble the Water","2008","Documentary","90"
"4899","Shut Up and Play the Hits","2012","Documentary,Music","108"
"4900","Still Mine","2012","Drama","102"
"4901","Alleluia! The Devil's Carnival","2016","Horror,Musical","97"
"4902","Padmaavat","2018","Drama,History,Romance,War","164"
"4903","Why We Fight","2005","Documentary,History,War","98"
"4904","Bill & Ted's Bogus Journey","1991","Adventure,Comedy,Fantasy,Music,Sci-Fi","93"
"4905","Bones Brigade: An Autobiography","2012","Documentary,Sport","90"
"4906","The Young and Prodigious T.S. Spivet","2013","Action,Adventure,Comedy,Drama,Family","105"
"4907","Hype!","1996","Documentary,History,Music","84"
"4908","Your Vice Is a Locked Room and Only I Have the Key","1972","Horror,Thriller","97"
"4909","Sign 'o' The Times","1987","Documentary,Music","85"
"4910","Ghosts of Abu Ghraib","2007","Documentary,History,War","78"
"4911","The Connection","2014","Action,Crime,Thriller","135"
"4912","The Bodyguard","1992","Crime,Drama,Thriller","60"
"4913","The Birth of a Nation","1915","Drama,History,War","195"
"4914","The Decline of the American Empire","1986","Comedy,Drama","101"
"4915","Guava Island","2019","Comedy,Drama,Music,Musical,Thriller","55"
"4916","The Kentucky Fried IteratorPattern.Movies.Movie","1977","Comedy","83"
"4917","The Ninth Configuration","1980","Comedy,Drama,Horror,Mystery,Thriller","118"
"4918","Chico & Rita","2010","Animation,Crime,Drama,Music,Romance","94"
"4919","Rewind This!","2013","Documentary","91"
"4920","The Bride with White Hair","1993","Action","89"
"4921","Fast Color","2019","Drama,Sci-Fi,Thriller","100"
"4922","An American Crime","2007","Biography,Crime,Drama,Horror","98"
"4923","Dick Tracy","1990","Action,Comedy,Crime,Music,Romance,Thriller","105"
"4924","Alamar","2010","Documentary,Drama","73"
"4925","Coffy","1973","Action,Crime,Thriller","90"
"4926","Strangled","2016","Crime,Horror,Thriller","121"
"4927","Balibo","2009","Drama,Mystery,Thriller","111"
"4928","We Are Legion: The Story of the Hacktivists","2012","Documentary","93"
"4929","Ashes of Time","1994","Action,Drama","100"
"4930","Casting By","2012","Documentary,Biography","89"
"4931","The Little Shop of Horrors","1960","Comedy,Horror,Musical,Romance,Sci-Fi","94"
"4932","The Island","2006","Action,Sci-Fi,Thriller","136"
"4933","Neds","2010","Drama","124"
"4934","The Cutting Edge","1992","Comedy,Drama,Romance,Sport","101"
"4935","Meet the Patels","2015","Documentary,Comedy,Romance","88"
"4936","Topkapi","1964","Adventure,Comedy,Crime,Thriller","120"
"4937","F/X","1986","Action,Thriller","109"
"4938","Hara-Kiri: Death of a Samurai","2011","Drama","128"
"4939","Sui Dhaaga - Made in India","2018","Comedy,Drama","122"
"4940","Chuck Norris vs Communism","2015","Documentary,Comedy,History,Thriller","78"
"4941","Climates","2006","Drama,Romance","98"
"4942","The True Cost","2015","Documentary,Drama,News","92"
"4943","Dog Pound","2010","Drama","91"
"4944","Liquid Sky","1982","Sci-Fi,Thriller","112"
"4945","The Hole in the Ground","2019","Drama,Horror,Mystery","90"
"4946","Dave Made a Maze","2017","Adventure,Comedy,Fantasy,Horror","80"
"4947","Creepy","2016","Horror,Mystery,Thriller","130"
"4948","Haunters: The Art of the Scare","2017","Documentary,Horror","88"
"4949","The Ghazi Attack","2017","Action,Thriller,War","116"
"4950","Young and Innocent","1937","Crime,Mystery,Romance,Thriller","80"
"4951","The Night Eats the World","2018","Drama,Horror,Thriller","93"
"4952","Marlina the Murderer in Four Acts","2017","Drama,Thriller,Western","93"
"4953","I Capture the Castle","2003","Drama,Romance","113"
"4954","No No: A Dockumentary","2014","Documentary,Biography,Sport","100"
"4955","Badrinath Ki Dulhania","2017","Comedy,Drama,Romance","139"
"4956","Belle and Sebastian","2013","Adventure,Drama,Family","104"
"4957","White Sun","2016","Adventure,Drama","89"
"4958","What's in a Name","2012","Drama","93"
"4959","Bully","2001","Biography,Crime,Drama","108"
"4960","Another Country","1984","Biography,Drama,History,Romance","90"
"4961","The Decline of Western Civilization Part III","1998","Documentary,Music","86"
"4962","The Midnight Meat Train","2008","Horror,Mystery,Thriller","98"
"4963","The Living Dead at Manchester Morgue","1974","Horror","93"
"4964","Somers Town","2008","Comedy,Drama","71"
"4965","Nothing Sacred","1937","Comedy,Drama,Fantasy,Romance","77"
"4966","Aberdeen","2000","Drama","113"
"4967","Mystery Road","2013","Crime,Drama,Mystery,Thriller","57"
"4968","10 Rillington Place","1971","Biography,Crime,Drama,Thriller","111"
"4969","Spring in a Small Town","1948","Drama,Romance","98"
"4970","The Man in the Iron Mask","1998","Action,Adventure,Drama","132"
"4971","The Boys of St. Vincent","1992","Drama","93"
"4972","High Life","2018","Adventure,Drama,Horror,Mystery,Sci-Fi,Thriller","113"
"4973","Under the Silver Lake","2018","Crime,Drama,Mystery,Thriller","139"
"4974","Jean-Michel Basquiat: The Radiant Child","2010","Documentary","88"
"4975","The Farewell Party","2014","Comedy,Drama,Romance","95"
"4976","Breakfast on Pluto","2005","Comedy,Drama","128"
"4977","Give Up Tomorrow","2011","Documentary,Crime,Mystery,Thriller","95"
"4978","The Big Easy","1986","Comedy,Crime,Drama,Romance,Thriller","102"
"4979","Double Dare","2004","Comedy,Family,Game-Show","30"
"4980","Amal","2007","Drama","101"
"4981","Finders Keepers","2015","Documentary","82"
"4982","M.F.A.","2017","Drama,Horror,Thriller","92"
"4983","After Tiller","2013","Documentary,Biography,Drama,News","85"
"4984","You're Not You","2014","Drama","102"
"4985","Gideon's Army","2013","Documentary","96"
"4986","The Rape of Europa","2007","Documentary,History,War","117"
"4987","Mr. Calzaghe","2015","Documentary,Biography,Sport","90"
"4988","Wait for Your Laugh","2017","Documentary,Comedy","85"
"4989","That Sugar Film","2014","Documentary","90"
"4990","A Field in England","2013","Drama,History,Horror,Mystery","90"
"4991","Meatballs","1979","Comedy","94"
"4992","The Quiet Family","1998","Comedy,Crime,Horror","101"
"4993","Western","2017","Drama","121"
"4994","Morvern Callar","2002","Drama","97"
"4995","Trouble Is My Business","2018","Action,Adventure,Crime,Mystery,Thriller","116"
"4996","Call Me Kuchu","2012","Documentary,Drama","87"
"4997","Just Eat It: A Food Waste Story","2014","Documentary","75"
"4998","Cockfighter","1974","Drama","83"
"4999","Winning: The Racing Life of Paul Newman","2015","Documentary,Biography,Sport","83"
"5000","Best Kept Secret","2013","Documentary,Drama","85"
"5001","The Vikings","1958","Comedy","30"
"5002","The Soloist","2009","Biography,Drama,Music","117"
"5003","Life with Father","1947","Comedy","118"
"5004","Class of 1984","1982","Action,Crime,Drama,Thriller","98"
"5005","On the Edge","2001","Crime,Drama","95"
"5006","Electrick Children","2012","Drama","96"
"5007","Sleepless Night","2011","Action,Crime,Thriller","95"
"5008","East Side Sushi","2014","Drama","106"
"5009","The First Great Train Robbery","1978","Adventure,Crime,Drama,Thriller","110"
"5010","Conversations with Other Women","2006","Comedy,Drama,Romance","84"
"5011","Intact","2001","Drama,Fantasy,Romance,Thriller","108"
"5012","Apostasy","2017","Drama","95"
"5013","Oedipus Rex","1967","Drama","104"
"5014","Black Souls","2014","Crime,Drama","109"
"5015","Way Down East","1920","Drama,Romance","145"
"5016","The Violin","2005","Drama,Music","98"
"5017","Zama","2017","Drama","115"
"5018","Death of a Superhero","2011","Drama","97"
"5019","James White","2015","Drama","85"
"5020","Images","1972","Drama,Horror,Mystery","104"
"5021","99 River Street","1953","Action,Crime,Drama,Film-Noir,Thriller","83"
"5022","Next","2007","Action,Sci-Fi,Thriller","96"
"5023","Grave Encounters","2011","Horror","92"
"5024","The Woman in Green","1945","Drama,Mystery","68"
"5025","Taking Chance","2009","Drama,War","77"
"5026","Kansas City Confidential","1952","Crime,Drama,Film-Noir,Thriller","99"
"5027","The Street Fighter","1974","Action,Crime,Thriller","91"
"5028","Spun","2002","Comedy,Crime,Drama","101"
"5029","Flight of the Butterflies","2012","Documentary,Biography,Drama,Family","40"
"5030","This Beautiful Fantastic","2016","Comedy,Drama,Romance","100"
"5031","Henri-Georges Clouzot's Inferno","2009","Documentary","100"
"5032","The Private Life of Henry VIII","1933","Biography,Comedy,Drama,History,Romance","97"
"5033","The Forbidden Room","2015","Comedy,Mystery","130"
"5034","Suddenly","1954","Crime,Drama,Film-Noir,Thriller","77"
"5035","In the Soup","1992","Comedy,Drama","93"
"5036","Orphans of the Storm","1921","Drama,History,Romance","150"
"5037","A Late Quartet","2012","Drama,Music","105"
"5038","Inferno","1980","Action,Adventure,Crime,Drama,Mystery,Thriller","121"
"5039","Frequently Asked Questions About Time Travel","2009","Comedy,Sci-Fi","83"
"5040","The Vanishing","2018","Crime,Drama,Mystery,Thriller","107"
"5041","Antarctica: A Year on Ice","2013","Documentary,Adventure,Biography,Drama","91"
"5042","The Ultimate Gift","2006","Drama,Family,Romance","114"
"5043","What Have You Done to Solange?","1972","Horror,Mystery,Thriller","107"
"5044","Things to Come","1936","Drama","102"
"5045","Alice Sweet Alice","1976","Crime,Drama,Horror,Mystery,Thriller","107"
"5046","How I Ended This Summer","2010","Drama","130"
"5047","To End All Wars","2001","Action,Drama,War","125"
"5048","Lila Says","2005","Crime,Drama,Romance","89"
"5049","Admiral","2015","Action,Adventure,Biography,Drama,History","151"
"5050","The Fits","2016","Drama,Music","72"
"5051","The Chant of Jimmie Blacksmith","1978","Biography,Crime,Drama,History","122"
"5052","Keep the Lights On","2012","Drama,Romance","101"
"5053","Marjorie Prime","2017","Drama,Mystery,Romance,Sci-Fi","99"
"5054","Bunty Aur Babli","2005","Comedy,Drama,Romance","170"
"5055","Fear of a Black Hat","1994","Comedy,Music","88"
"5056","The Fencer","2015","Biography,Drama,History,Sport","99"
"5057","Keep the Change","2018","Comedy,Romance","94"
"5058","The Shooting","1966","Western","82"
"5059","Two Hands","1999","Comedy,Crime,Thriller","103"
"5060","The Golden Coach","1952","Comedy,Drama,History,Romance","103"
"5061","Savior","1998","Drama,War","103"
"5062","Young Sherlock Holmes","1985","Adventure,Fantasy,Mystery,Thriller","109"
"5063","Starry Eyes","2014","Drama,Fantasy,Horror,Thriller","98"
"5064","Home","2009","Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi","94"
"5065","The Southerner","1945","Drama","92"
"5066","Orchestra Rehearsal","1978","Comedy,Drama,Music","70"
"5067","Family","2019","Drama,Family","60"
"5068","Narco Cultura","2013","Documentary","103"
"5069","Harmontown","2014","Comedy,Talk-Show",""
"5070","Baby Boom","1987","Comedy,Drama,Romance","110"
"5071","Oddball","2015","Adventure,Family","95"
"5072","Dr. Jekyll and Mr. Hyde","1920","Horror,Sci-Fi","98"
"5073","Tiger Zinda Hai","2017","Action,Adventure,Thriller","161"
"5074","Ill Manors","2012","Crime,Drama","121"
"5075","Hollywood Shuffle","1987","Comedy","78"
"5076","They Look Like People","2016","Drama,Horror,Mystery,Thriller","80"
"5077","American Grindhouse","2011","Documentary,Action,Comedy,History,Horror","80"
"5078","The Winslow Boy","1999","Drama","117"
"5079","The Retrieval","2014","Adventure,Drama,Western","92"
"5080","The Comedy of Terrors","1964","Comedy,Horror","84"
"5081","11:55","2017","Crime,Drama","80"
"5082","Everlasting","2016","Crime,Drama,Mystery,Romance,Thriller","85"
"5083","Cobra Verde","1987","Adventure,Drama","111"
"5084","Cutter's Way","1981","Crime,Drama,Mystery,Thriller","109"
"5085","Sweet Land","2005","Drama,Romance","110"
"5086","T-Men","1948","Crime,Film-Noir,Thriller","92"
"5087","The Family I Had","2017","Documentary,Crime","77"
"5088","Twist of Faith","2005","Drama,Romance","85"
"5089","Brad's Status","2017","Comedy,Drama,Music","102"
"5090","Super Inframan","1975","Action,Sci-Fi","88"
"5091","Trilogy of Terror","1975","Horror,Thriller","72"
"5092","102 Not Out","2018","Comedy,Drama","102"
"5093","Cash Only","2015","Crime,Drama,Thriller","91"
"5094","Detainment","2018","Short,Crime,Drama","30"
"5095","Hichki","2018","Comedy,Drama","116"
"5096","The English Surgeon","2009","Documentary","94"
"5097","The Dirties","2013","Crime,Drama","83"
"5098","Unplanned","2019","Biography,Drama","109"
"5099","The Front","1976","Drama","95"
"5100","College","1927","Comedy","30"
"5101","Never Grow Old","2019","Action,Drama,Western","100"
"5102","Seoul Station","2016","Animation,Horror,Thriller","92"
"5103","Across 110th Street","1972","Action,Crime,Drama,Thriller","102"
"5104","Ice Mother","2017","Comedy,Drama,Romance","106"
"5105","Royal Wedding","1951","Comedy,Musical,Romance","93"
"5106","Almost Holy","2015","Documentary,Biography,Drama,News","96"
"5107","The Assassin","2015","Action,Crime,Drama,Thriller","109"
"5108","Bad Samaritan","2018","Crime,Horror,Thriller","110"
"5109","Stations of the Cross","2014","Drama","110"
"5110","Eden","2012","Biography,Drama,Music","131"
"5111","Love on a Leash","2011","Comedy,Drama,Fantasy,Romance","90"
"5112","Dreams with Sharp Teeth","2008","Documentary,Biography","96"
"5113","Little Big Man","1970","Adventure,Comedy,Drama,Western","139"
"5114","Jellyfish","2007","Drama","101"
"5115","Do You Trust this Computer?","2018","Documentary","78"
"5116","The King of Masks","1995","Drama","91"
"5117","Big Eden","2000","Comedy,Drama,Romance","118"
"5118","The Cat o' Nine Tails","1971","Horror,Mystery,Thriller","112"
"5119","Brimstone","2016","Drama,Mystery,Thriller,Western","148"
"5120","LFO","2013","Drama,Sci-Fi","94"
"5121","Cyrano de Bergerac","1950","Comedy,Drama,History,Romance","137"
"5122","Rabid","1977","Horror,Sci-Fi","107"
"5123","Of Human Bondage","1934","Drama,Romance","83"
"5124","Kung Fu Jungle","2014","Action,Crime,Thriller","100"
"5125","Hagazussa","2018","Drama,Horror","102"
"5126","Euthanizer","2017","Drama,Horror,Thriller","85"
"5127","The Marriage Circle","1924","Comedy","85"
"5128","The World Before Your Feet","2018","Documentary","95"
"5129","On Any Sunday","1971","Documentary,Sport","96"
"5130","In Which We Serve","1942","Drama,War","114"
"5131","The Children Act","2017","Drama","105"
"5132","Convoy","1978","Action,Drama","110"
"5133","What Will People Say","2017","Drama","106"
"5134","The Exorcist III","1990","Drama,Horror,Mystery","110"
"5135","Off the Rails","2016","Comedy",""
"5136","Long Weekend","1978","Horror,Mystery,Thriller","97"
"5137","Return of the Hero","2018","Comedy,History","90"
"5138","Kid Cannabis","2014","Biography,Comedy,Crime,Drama","110"
"5139","Beauty Is Embarrassing","2012","Documentary,Biography,Comedy","88"
"5140","Blue My Mind","2018","Drama,Fantasy","97"
"5141","The Inspector General","1949","Comedy,Musical,Romance","102"
"5142","Animal Factory","2000","Crime,Drama","94"
"5143","Shanghai Triad","1995","Crime,Drama,History,Romance,Thriller","108"
"5144","Gloria Bell","2018","Comedy,Drama,Romance","102"
"5145","The Prophecy","1995","Action,Crime,Drama,Fantasy,Horror,Mystery,Thriller","98"
"5146","Manufactured Landscapes","2006","Documentary","86"
"5147","Cairo 6,7,8","2010","Drama","100"
"5148","The Way of the Gun","2000","Action,Crime,Drama,Thriller","119"
"5149","Soapdish","1991","Comedy,Romance","97"
"5150","The Third Murder","2017","Crime,Drama,Mystery","124"
"5151","Big Fan","2009","Comedy,Crime,Drama,Sport","88"
"5152","Night Owls","2015","Comedy,Drama","90"
"5153","Call Me Lucky","2015","Documentary,Biography,Comedy","106"
"5154","Anand","1971","Drama,Musical","122"
"5155","The Mule","2014","Crime,Drama,Thriller","116"
"5156","The Shout","1978","Drama,Horror","86"
"5157","The Dark","2018","Adventure,Horror,Thriller","99"
"5158","The Irish Pub","2013","Documentary,History,Music","76"
"5159","Charlie's Country","2013","Drama","108"
"5160","Autoluminescent: Rowland S. Howard","2011","Documentary,Music","110"
"5161","Never on Sunday","1960","Comedy,Drama,Romance","91"
"5162","The Gateway","2018","Sci-Fi","90"
"5163","The Pope's Toilet","2007","Comedy,Drama","90"
"5164","Hot Summer Nights","2018","Comedy,Crime,Drama,Romance","107"
"5165","Robin Hood","1922","Action,Adventure,Drama,History","140"
"5166","Palo Alto","2014","Drama","100"
"5167","Ray Harryhausen: Special Effects Titan","2011","Documentary,Biography","90"
"5168","The Goldfinch","2019","Drama","149"
"5169","Park Row","1952","Drama,Thriller","83"
"5170","Kundo: Age of the Rampant","2014","Action,Drama,History","137"
"5171","Book Club","2018","Comedy,Drama,Romance","104"
"5172","King of the Ants","2003","Crime,Drama,Thriller","102"
"5173","The Opposite of Sex","1998","Comedy,Drama,Romance","105"
"5174","Hidden Agenda","1990","Drama,Thriller","108"
"5175","The Italian","2005","Drama","90"
"5176","Photograph","2019","Drama,Romance","110"
